clone.id	source.plate	source.plate.suffix	source.plate.1	r	c	rc	tx.plate.suffix	tx.plate	tx.rc	tx.r	tx.c	GAL4.allele	GAL80.allele	GAL3.allele	GALK.allele	tx.rep	GALK.clone.named	gene	parental.txant	GAL3.clone.named	GAL80.clone.named	GAL4.clone.named
180324-Plate_003.G11	180324-Plate_003	3	Plate_003	G	11	G11	4	Plate_004	E11	E	11	GAL4.38	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4-L868G
180324-Plate_003.G12	180324-Plate_003	3	Plate_003	G	12	G12	4	Plate_004	E12	E	12	GAL4.38	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4-L868G
180324-Plate_003.H1	180324-Plate_003	3	Plate_003	H	1	H1	4	Plate_004	F1	F	1	GAL4.40	GAL80.WT	GAL3.WT	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.WT	GAL4-L868K
180324-Plate_003.H2	180324-Plate_003	3	Plate_003	H	2	H2	4	Plate_004	F2	F	2	GAL4.40	GAL80.delta	GAL3.WT	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.delta	GAL4-L868K
180324-Plate_003.H3	180324-Plate_003	3	Plate_003	H	3	H3	4	Plate_004	F3	F	3	GAL4.40	GAL80.07	GAL3.WT	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.WT	GAL80.07	GAL4-L868K
180324-Plate_003.H4	180324-Plate_003	3	Plate_003	H	4	H4	4	Plate_004	F4	F	4	GAL4.40	GAL80.35	GAL3.WT	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-2	GAL4-L868K
180324-Plate_003.H5	180324-Plate_003	3	Plate_003	H	5	H5	4	Plate_004	F5	F	5	GAL4.40	GAL80.37	GAL3.WT	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-1	GAL4-L868K
180324-Plate_003.H6	180324-Plate_003	3	Plate_003	H	6	H6	4	Plate_004	F6	F	6	GAL4.40	GAL80.41	GAL3.WT	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.WT	GAL80S-0	GAL4-L868K
180324-Plate_003.H7	180324-Plate_003	3	Plate_003	H	7	H7	4	Plate_004	F7	F	7	GAL4.40	GAL80.WT	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.WT	GAL4-L868K
180324-Plate_003.H8	180324-Plate_003	3	Plate_003	H	8	H8	4	Plate_004	F8	F	8	GAL4.40	GAL80.delta	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.delta	GAL4-L868K
180324-Plate_003.H9	180324-Plate_003	3	Plate_003	H	9	H9	4	Plate_004	F9	F	9	GAL4.40	GAL80.07	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80.07	GAL4-L868K
180324-Plate_003.H10	180324-Plate_003	3	Plate_003	H	10	H10	4	Plate_004	F10	F	10	GAL4.40	GAL80.35	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-2	GAL4-L868K
180324-Plate_003.H11	180324-Plate_003	3	Plate_003	H	11	H11	4	Plate_004	F11	F	11	GAL4.40	GAL80.37	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-1	GAL4-L868K
180324-Plate_003.H12	180324-Plate_003	3	Plate_003	H	12	H12	4	Plate_004	F12	F	12	GAL4.40	GAL80.41	GAL3.delta	pAMN50.2 - 3 - A6	2	GALK.Esc_col	GALK	2	GAL3.delta	GAL80S-0	GAL4-L868K
180324-Plate_004.A1	180324-Plate_004	4	Plate_004	A	1	A1	5	Plate_005	A1	A	1	GAL4.WT	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4.WT
180324-Plate_004.A2	180324-Plate_004	4	Plate_004	A	2	A2	5	Plate_005	A2	A	2	GAL4.WT	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4.WT
180324-Plate_004.A3	180324-Plate_004	4	Plate_004	A	3	A3	5	Plate_005	A3	A	3	GAL4.WT	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4.WT
180324-Plate_004.A4	180324-Plate_004	4	Plate_004	A	4	A4	5	Plate_005	A4	A	4	GAL4.WT	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4.WT
180324-Plate_004.A5	180324-Plate_004	4	Plate_004	A	5	A5	5	Plate_005	A5	A	5	GAL4.WT	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4.WT
180324-Plate_004.A6	180324-Plate_004	4	Plate_004	A	6	A6	5	Plate_005	A6	A	6	GAL4.WT	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4.WT
180324-Plate_004.A7	180324-Plate_004	4	Plate_004	A	7	A7	5	Plate_005	A7	A	7	GAL4.WT	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4.WT
180324-Plate_004.A8	180324-Plate_004	4	Plate_004	A	8	A8	5	Plate_005	A8	A	8	GAL4.WT	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4.WT
180324-Plate_004.A9	180324-Plate_004	4	Plate_004	A	9	A9	5	Plate_005	A9	A	9	GAL4.WT	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4.WT
180324-Plate_004.A10	180324-Plate_004	4	Plate_004	A	10	A10	5	Plate_005	A10	A	10	GAL4.WT	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4.WT
180324-Plate_004.A11	180324-Plate_004	4	Plate_004	A	11	A11	5	Plate_005	A11	A	11	GAL4.WT	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4.WT
180324-Plate_004.A12	180324-Plate_004	4	Plate_004	A	12	A12	5	Plate_005	A12	A	12	GAL4.WT	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4.WT
180324-Plate_004.B1	180324-Plate_004	4	Plate_004	B	1	B1	5	Plate_005	B1	B	1	GAL4.delta	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4.delta
180324-Plate_004.B2	180324-Plate_004	4	Plate_004	B	2	B2	5	Plate_005	B2	B	2	GAL4.delta	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4.delta
180324-Plate_004.B3	180324-Plate_004	4	Plate_004	B	3	B3	5	Plate_005	B3	B	3	GAL4.delta	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4.delta
180324-Plate_004.B4	180324-Plate_004	4	Plate_004	B	4	B4	5	Plate_005	B4	B	4	GAL4.delta	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4.delta
180324-Plate_004.B5	180324-Plate_004	4	Plate_004	B	5	B5	5	Plate_005	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_004.B6	180324-Plate_004	4	Plate_004	B	6	B6	5	Plate_005	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4.delta
180324-Plate_004.B7	180324-Plate_004	4	Plate_004	B	7	B7	5	Plate_005	B7	B	7	GAL4.delta	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4.delta
180324-Plate_004.B8	180324-Plate_004	4	Plate_004	B	8	B8	5	Plate_005	B8	B	8	GAL4.delta	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4.delta
180324-Plate_004.B9	180324-Plate_004	4	Plate_004	B	9	B9	5	Plate_005	B9	B	9	GAL4.delta	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4.delta
180324-Plate_004.B10	180324-Plate_004	4	Plate_004	B	10	B10	5	Plate_005	B10	B	10	GAL4.delta	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4.delta
180324-Plate_004.B11	180324-Plate_004	4	Plate_004	B	11	B11	5	Plate_005	B11	B	11	GAL4.delta	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4.delta
180324-Plate_004.B12	180324-Plate_004	4	Plate_004	B	12	B12	5	Plate_005	B12	B	12	GAL4.delta	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4.delta
180324-Plate_004.C1	180324-Plate_004	4	Plate_004	C	1	C1	5	Plate_005	C1	C	1	GAL4.35	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868P
180324-Plate_004.C2	180324-Plate_004	4	Plate_004	C	2	C2	5	Plate_005	C2	C	2	GAL4.35	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868P
180324-Plate_004.C3	180324-Plate_004	4	Plate_004	C	3	C3	5	Plate_005	C3	C	3	GAL4.35	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4-L868P
180324-Plate_004.C4	180324-Plate_004	4	Plate_004	C	4	C4	5	Plate_005	C4	C	4	GAL4.35	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868P
180324-Plate_004.C5	180324-Plate_004	4	Plate_004	C	5	C5	5	Plate_005	C5	C	5	GAL4.35	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868P
180324-Plate_004.C6	180324-Plate_004	4	Plate_004	C	6	C6	5	Plate_005	C6	C	6	GAL4.35	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868P
180324-Plate_004.C7	180324-Plate_004	4	Plate_004	C	7	C7	5	Plate_005	C7	C	7	GAL4.35	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868P
180324-Plate_004.C8	180324-Plate_004	4	Plate_004	C	8	C8	5	Plate_005	C8	C	8	GAL4.35	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868P
180324-Plate_004.C9	180324-Plate_004	4	Plate_004	C	9	C9	5	Plate_005	C9	C	9	GAL4.35	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4-L868P
180324-Plate_004.C10	180324-Plate_004	4	Plate_004	C	10	C10	5	Plate_005	C10	C	10	GAL4.35	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868P
180324-Plate_004.C11	180324-Plate_004	4	Plate_004	C	11	C11	5	Plate_005	C11	C	11	GAL4.35	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868P
180324-Plate_004.C12	180324-Plate_004	4	Plate_004	C	12	C12	5	Plate_005	C12	C	12	GAL4.35	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868P
180324-Plate_004.D1	180324-Plate_004	4	Plate_004	D	1	D1	5	Plate_005	D1	D	1	GAL4.36	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868C
180324-Plate_004.D2	180324-Plate_004	4	Plate_004	D	2	D2	5	Plate_005	D2	D	2	GAL4.36	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868C
180324-Plate_004.D3	180324-Plate_004	4	Plate_004	D	3	D3	5	Plate_005	D3	D	3	GAL4.36	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4-L868C
180324-Plate_004.D4	180324-Plate_004	4	Plate_004	D	4	D4	5	Plate_005	D4	D	4	GAL4.36	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868C
180324-Plate_004.D5	180324-Plate_004	4	Plate_004	D	5	D5	5	Plate_005	D5	D	5	GAL4.36	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868C
180324-Plate_004.D6	180324-Plate_004	4	Plate_004	D	6	D6	5	Plate_005	D6	D	6	GAL4.36	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868C
180324-Plate_004.D7	180324-Plate_004	4	Plate_004	D	7	D7	5	Plate_005	D7	D	7	GAL4.36	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868C
180324-Plate_004.D8	180324-Plate_004	4	Plate_004	D	8	D8	5	Plate_005	D8	D	8	GAL4.36	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868C
180324-Plate_004.D9	180324-Plate_004	4	Plate_004	D	9	D9	5	Plate_005	D9	D	9	GAL4.36	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4-L868C
180324-Plate_004.D10	180324-Plate_004	4	Plate_004	D	10	D10	5	Plate_005	D10	D	10	GAL4.36	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868C
180324-Plate_004.D11	180324-Plate_004	4	Plate_004	D	11	D11	5	Plate_005	D11	D	11	GAL4.36	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868C
180324-Plate_004.D12	180324-Plate_004	4	Plate_004	D	12	D12	5	Plate_005	D12	D	12	GAL4.36	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868C
180324-Plate_004.E1	180324-Plate_004	4	Plate_004	E	1	E1	5	Plate_005	E1	E	1	GAL4.38	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868G
180324-Plate_004.E2	180324-Plate_004	4	Plate_004	E	2	E2	5	Plate_005	E2	E	2	GAL4.38	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868G
180324-Plate_004.E3	180324-Plate_004	4	Plate_004	E	3	E3	5	Plate_005	E3	E	3	GAL4.38	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4-L868G
180324-Plate_004.E4	180324-Plate_004	4	Plate_004	E	4	E4	5	Plate_005	E4	E	4	GAL4.38	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868G
180324-Plate_004.E5	180324-Plate_004	4	Plate_004	E	5	E5	5	Plate_005	E5	E	5	GAL4.38	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868G
180324-Plate_004.E6	180324-Plate_004	4	Plate_004	E	6	E6	5	Plate_005	E6	E	6	GAL4.38	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868G
180324-Plate_004.E7	180324-Plate_004	4	Plate_004	E	7	E7	5	Plate_005	E7	E	7	GAL4.38	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868G
180324-Plate_004.E8	180324-Plate_004	4	Plate_004	E	8	E8	5	Plate_005	E8	E	8	GAL4.38	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868G
180324-Plate_004.E9	180324-Plate_004	4	Plate_004	E	9	E9	5	Plate_005	E9	E	9	GAL4.38	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4-L868G
180324-Plate_004.E10	180324-Plate_004	4	Plate_004	E	10	E10	5	Plate_005	E10	E	10	GAL4.38	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868G
180324-Plate_004.E11	180324-Plate_004	4	Plate_004	E	11	E11	5	Plate_005	E11	E	11	GAL4.38	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868G
180324-Plate_004.E12	180324-Plate_004	4	Plate_004	E	12	E12	5	Plate_005	E12	E	12	GAL4.38	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868G
180324-Plate_004.F1	180324-Plate_004	4	Plate_004	F	1	F1	5	Plate_005	F1	F	1	GAL4.40	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4-L868K
180324-Plate_004.F2	180324-Plate_004	4	Plate_004	F	2	F2	5	Plate_005	F2	F	2	GAL4.40	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4-L868K
180324-Plate_004.F3	180324-Plate_004	4	Plate_004	F	3	F3	5	Plate_005	F3	F	3	GAL4.40	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4-L868K
180324-Plate_004.F4	180324-Plate_004	4	Plate_004	F	4	F4	5	Plate_005	F4	F	4	GAL4.40	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4-L868K
180324-Plate_004.F5	180324-Plate_004	4	Plate_004	F	5	F5	5	Plate_005	F5	F	5	GAL4.40	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4-L868K
180324-Plate_004.F6	180324-Plate_004	4	Plate_004	F	6	F6	5	Plate_005	F6	F	6	GAL4.40	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4-L868K
180324-Plate_004.F7	180324-Plate_004	4	Plate_004	F	7	F7	5	Plate_005	F7	F	7	GAL4.40	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4-L868K
180324-Plate_004.F8	180324-Plate_004	4	Plate_004	F	8	F8	5	Plate_005	F8	F	8	GAL4.40	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4-L868K
180324-Plate_004.F9	180324-Plate_004	4	Plate_004	F	9	F9	5	Plate_005	F9	F	9	GAL4.40	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4-L868K
180324-Plate_004.F10	180324-Plate_004	4	Plate_004	F	10	F10	5	Plate_005	F10	F	10	GAL4.40	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4-L868K
180324-Plate_004.F11	180324-Plate_004	4	Plate_004	F	11	F11	5	Plate_005	F11	F	11	GAL4.40	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4-L868K
180324-Plate_004.F12	180324-Plate_004	4	Plate_004	F	12	F12	5	Plate_005	F12	F	12	GAL4.40	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	1	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4-L868K
180324-Plate_004.G1	180324-Plate_004	4	Plate_004	G	1	G1	6	Plate_006	A1	A	1	GAL4.WT	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4.WT
180324-Plate_004.G2	180324-Plate_004	4	Plate_004	G	2	G2	6	Plate_006	A2	A	2	GAL4.WT	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4.WT
180324-Plate_004.G3	180324-Plate_004	4	Plate_004	G	3	G3	6	Plate_006	A3	A	3	GAL4.WT	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4.WT
180324-Plate_004.G4	180324-Plate_004	4	Plate_004	G	4	G4	6	Plate_006	A4	A	4	GAL4.WT	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4.WT
180324-Plate_004.G5	180324-Plate_004	4	Plate_004	G	5	G5	6	Plate_006	A5	A	5	GAL4.WT	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4.WT
180324-Plate_004.G6	180324-Plate_004	4	Plate_004	G	6	G6	6	Plate_006	A6	A	6	GAL4.WT	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4.WT
180324-Plate_004.G7	180324-Plate_004	4	Plate_004	G	7	G7	6	Plate_006	A7	A	7	GAL4.WT	GAL80.WT	GAL3.delta	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.WT	GAL4.WT
180324-Plate_004.G8	180324-Plate_004	4	Plate_004	G	8	G8	6	Plate_006	A8	A	8	GAL4.WT	GAL80.delta	GAL3.delta	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.delta	GAL4.WT
180324-Plate_004.G9	180324-Plate_004	4	Plate_004	G	9	G9	6	Plate_006	A9	A	9	GAL4.WT	GAL80.07	GAL3.delta	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.delta	GAL80.07	GAL4.WT
180324-Plate_004.G10	180324-Plate_004	4	Plate_004	G	10	G10	6	Plate_006	A10	A	10	GAL4.WT	GAL80.35	GAL3.delta	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-2	GAL4.WT
180324-Plate_004.G11	180324-Plate_004	4	Plate_004	G	11	G11	6	Plate_006	A11	A	11	GAL4.WT	GAL80.37	GAL3.delta	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-1	GAL4.WT
180324-Plate_004.G12	180324-Plate_004	4	Plate_004	G	12	G12	6	Plate_006	A12	A	12	GAL4.WT	GAL80.41	GAL3.delta	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.delta	GAL80S-0	GAL4.WT
180324-Plate_004.H1	180324-Plate_004	4	Plate_004	H	1	H1	6	Plate_006	B1	B	1	GAL4.delta	GAL80.WT	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.WT	GAL4.delta
180324-Plate_004.H2	180324-Plate_004	4	Plate_004	H	2	H2	6	Plate_006	B2	B	2	GAL4.delta	GAL80.delta	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.delta	GAL4.delta
180324-Plate_004.H3	180324-Plate_004	4	Plate_004	H	3	H3	6	Plate_006	B3	B	3	GAL4.delta	GAL80.07	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80.07	GAL4.delta
180324-Plate_004.H4	180324-Plate_004	4	Plate_004	H	4	H4	6	Plate_006	B4	B	4	GAL4.delta	GAL80.35	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-2	GAL4.delta
180324-Plate_004.H5	180324-Plate_004	4	Plate_004	H	5	H5	6	Plate_006	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_004.H6	180324-Plate_004	4	Plate_004	H	6	H6	6	Plate_006	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN51.1 - 1 - A7	2	GALK.Can_abl	GALK	1	GAL3.WT	GAL80S-0	GAL4.delta
