clone.id	source.plate	source.plate.suffix	source.plate.1	r	c	rc	tx.plate.suffix	tx.plate	tx.rc	tx.r	tx.c	GAL4.allele	GAL80.allele	GAL3.allele	GALK.allele	tx.rep	GALK.clone.named	gene	parental.txant	GAL3.clone.named	GAL80.clone.named	GAL4.clone.named
180324-Plate_010.B5	180324-Plate_010	10	Plate_010	B	5	B5	13	Plate_013	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_010.B6	180324-Plate_010	10	Plate_010	B	6	B6	13	Plate_013	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4.delta
180324-Plate_010.B7	180324-Plate_010	10	Plate_010	B	7	B7	13	Plate_013	B7	B	7	GAL4.delta	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4.delta
180324-Plate_010.B8	180324-Plate_010	10	Plate_010	B	8	B8	13	Plate_013	B8	B	8	GAL4.delta	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4.delta
180324-Plate_010.B9	180324-Plate_010	10	Plate_010	B	9	B9	13	Plate_013	B9	B	9	GAL4.delta	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4.delta
180324-Plate_010.B10	180324-Plate_010	10	Plate_010	B	10	B10	13	Plate_013	B10	B	10	GAL4.delta	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4.delta
180324-Plate_010.B11	180324-Plate_010	10	Plate_010	B	11	B11	13	Plate_013	B11	B	11	GAL4.delta	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4.delta
180324-Plate_010.B12	180324-Plate_010	10	Plate_010	B	12	B12	13	Plate_013	B12	B	12	GAL4.delta	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4.delta
180324-Plate_010.C1	180324-Plate_010	10	Plate_010	C	1	C1	13	Plate_013	C1	C	1	GAL4.35	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4-L868P
180324-Plate_010.C2	180324-Plate_010	10	Plate_010	C	2	C2	13	Plate_013	C2	C	2	GAL4.35	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4-L868P
180324-Plate_010.C3	180324-Plate_010	10	Plate_010	C	3	C3	13	Plate_013	C3	C	3	GAL4.35	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4-L868P
180324-Plate_010.C4	180324-Plate_010	10	Plate_010	C	4	C4	13	Plate_013	C4	C	4	GAL4.35	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4-L868P
180324-Plate_010.C5	180324-Plate_010	10	Plate_010	C	5	C5	13	Plate_013	C5	C	5	GAL4.35	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4-L868P
180324-Plate_010.C6	180324-Plate_010	10	Plate_010	C	6	C6	13	Plate_013	C6	C	6	GAL4.35	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4-L868P
180324-Plate_010.C7	180324-Plate_010	10	Plate_010	C	7	C7	13	Plate_013	C7	C	7	GAL4.35	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4-L868P
180324-Plate_010.C8	180324-Plate_010	10	Plate_010	C	8	C8	13	Plate_013	C8	C	8	GAL4.35	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4-L868P
180324-Plate_010.C9	180324-Plate_010	10	Plate_010	C	9	C9	13	Plate_013	C9	C	9	GAL4.35	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4-L868P
180324-Plate_010.C10	180324-Plate_010	10	Plate_010	C	10	C10	13	Plate_013	C10	C	10	GAL4.35	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4-L868P
180324-Plate_010.C11	180324-Plate_010	10	Plate_010	C	11	C11	13	Plate_013	C11	C	11	GAL4.35	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4-L868P
180324-Plate_010.C12	180324-Plate_010	10	Plate_010	C	12	C12	13	Plate_013	C12	C	12	GAL4.35	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4-L868P
180324-Plate_010.D1	180324-Plate_010	10	Plate_010	D	1	D1	13	Plate_013	D1	D	1	GAL4.36	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4-L868C
180324-Plate_010.D2	180324-Plate_010	10	Plate_010	D	2	D2	13	Plate_013	D2	D	2	GAL4.36	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4-L868C
180324-Plate_010.D3	180324-Plate_010	10	Plate_010	D	3	D3	13	Plate_013	D3	D	3	GAL4.36	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4-L868C
180324-Plate_010.D4	180324-Plate_010	10	Plate_010	D	4	D4	13	Plate_013	D4	D	4	GAL4.36	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4-L868C
180324-Plate_010.D5	180324-Plate_010	10	Plate_010	D	5	D5	13	Plate_013	D5	D	5	GAL4.36	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4-L868C
180324-Plate_010.D6	180324-Plate_010	10	Plate_010	D	6	D6	13	Plate_013	D6	D	6	GAL4.36	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4-L868C
180324-Plate_010.D7	180324-Plate_010	10	Plate_010	D	7	D7	13	Plate_013	D7	D	7	GAL4.36	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4-L868C
180324-Plate_010.D8	180324-Plate_010	10	Plate_010	D	8	D8	13	Plate_013	D8	D	8	GAL4.36	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4-L868C
180324-Plate_010.D9	180324-Plate_010	10	Plate_010	D	9	D9	13	Plate_013	D9	D	9	GAL4.36	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4-L868C
180324-Plate_010.D10	180324-Plate_010	10	Plate_010	D	10	D10	13	Plate_013	D10	D	10	GAL4.36	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4-L868C
180324-Plate_010.D11	180324-Plate_010	10	Plate_010	D	11	D11	13	Plate_013	D11	D	11	GAL4.36	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4-L868C
180324-Plate_010.D12	180324-Plate_010	10	Plate_010	D	12	D12	13	Plate_013	D12	D	12	GAL4.36	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4-L868C
180324-Plate_010.E1	180324-Plate_010	10	Plate_010	E	1	E1	13	Plate_013	E1	E	1	GAL4.38	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4-L868G
180324-Plate_010.E2	180324-Plate_010	10	Plate_010	E	2	E2	13	Plate_013	E2	E	2	GAL4.38	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4-L868G
180324-Plate_010.E3	180324-Plate_010	10	Plate_010	E	3	E3	13	Plate_013	E3	E	3	GAL4.38	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4-L868G
180324-Plate_010.E4	180324-Plate_010	10	Plate_010	E	4	E4	13	Plate_013	E4	E	4	GAL4.38	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4-L868G
180324-Plate_010.E5	180324-Plate_010	10	Plate_010	E	5	E5	13	Plate_013	E5	E	5	GAL4.38	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4-L868G
180324-Plate_010.E6	180324-Plate_010	10	Plate_010	E	6	E6	13	Plate_013	E6	E	6	GAL4.38	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4-L868G
180324-Plate_010.E7	180324-Plate_010	10	Plate_010	E	7	E7	13	Plate_013	E7	E	7	GAL4.38	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4-L868G
180324-Plate_010.E8	180324-Plate_010	10	Plate_010	E	8	E8	13	Plate_013	E8	E	8	GAL4.38	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4-L868G
180324-Plate_010.E9	180324-Plate_010	10	Plate_010	E	9	E9	13	Plate_013	E9	E	9	GAL4.38	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4-L868G
180324-Plate_010.E10	180324-Plate_010	10	Plate_010	E	10	E10	13	Plate_013	E10	E	10	GAL4.38	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4-L868G
180324-Plate_010.E11	180324-Plate_010	10	Plate_010	E	11	E11	13	Plate_013	E11	E	11	GAL4.38	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4-L868G
180324-Plate_010.E12	180324-Plate_010	10	Plate_010	E	12	E12	13	Plate_013	E12	E	12	GAL4.38	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4-L868G
180324-Plate_010.F1	180324-Plate_010	10	Plate_010	F	1	F1	13	Plate_013	F1	F	1	GAL4.40	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4-L868K
180324-Plate_010.F2	180324-Plate_010	10	Plate_010	F	2	F2	13	Plate_013	F2	F	2	GAL4.40	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4-L868K
180324-Plate_010.F3	180324-Plate_010	10	Plate_010	F	3	F3	13	Plate_013	F3	F	3	GAL4.40	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4-L868K
180324-Plate_010.F4	180324-Plate_010	10	Plate_010	F	4	F4	13	Plate_013	F4	F	4	GAL4.40	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4-L868K
180324-Plate_010.F5	180324-Plate_010	10	Plate_010	F	5	F5	13	Plate_013	F5	F	5	GAL4.40	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4-L868K
180324-Plate_010.F6	180324-Plate_010	10	Plate_010	F	6	F6	13	Plate_013	F6	F	6	GAL4.40	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4-L868K
180324-Plate_010.F7	180324-Plate_010	10	Plate_010	F	7	F7	13	Plate_013	F7	F	7	GAL4.40	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4-L868K
180324-Plate_010.F8	180324-Plate_010	10	Plate_010	F	8	F8	13	Plate_013	F8	F	8	GAL4.40	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4-L868K
180324-Plate_010.F9	180324-Plate_010	10	Plate_010	F	9	F9	13	Plate_013	F9	F	9	GAL4.40	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4-L868K
180324-Plate_010.F10	180324-Plate_010	10	Plate_010	F	10	F10	13	Plate_013	F10	F	10	GAL4.40	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4-L868K
180324-Plate_010.F11	180324-Plate_010	10	Plate_010	F	11	F11	13	Plate_013	F11	F	11	GAL4.40	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4-L868K
180324-Plate_010.F12	180324-Plate_010	10	Plate_010	F	12	F12	13	Plate_013	F12	F	12	GAL4.40	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	1	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4-L868K
180324-Plate_010.G1	180324-Plate_010	10	Plate_010	G	1	G1	14	Plate_014	A1	A	1	GAL4.WT	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4.WT
180324-Plate_010.G2	180324-Plate_010	10	Plate_010	G	2	G2	14	Plate_014	A2	A	2	GAL4.WT	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4.WT
180324-Plate_010.G3	180324-Plate_010	10	Plate_010	G	3	G3	14	Plate_014	A3	A	3	GAL4.WT	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4.WT
180324-Plate_010.G4	180324-Plate_010	10	Plate_010	G	4	G4	14	Plate_014	A4	A	4	GAL4.WT	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4.WT
180324-Plate_010.G5	180324-Plate_010	10	Plate_010	G	5	G5	14	Plate_014	A5	A	5	GAL4.WT	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4.WT
180324-Plate_010.G6	180324-Plate_010	10	Plate_010	G	6	G6	14	Plate_014	A6	A	6	GAL4.WT	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4.WT
180324-Plate_010.G7	180324-Plate_010	10	Plate_010	G	7	G7	14	Plate_014	A7	A	7	GAL4.WT	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4.WT
180324-Plate_010.G8	180324-Plate_010	10	Plate_010	G	8	G8	14	Plate_014	A8	A	8	GAL4.WT	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4.WT
180324-Plate_010.G9	180324-Plate_010	10	Plate_010	G	9	G9	14	Plate_014	A9	A	9	GAL4.WT	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4.WT
180324-Plate_010.G10	180324-Plate_010	10	Plate_010	G	10	G10	14	Plate_014	A10	A	10	GAL4.WT	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4.WT
180324-Plate_010.G11	180324-Plate_010	10	Plate_010	G	11	G11	14	Plate_014	A11	A	11	GAL4.WT	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4.WT
180324-Plate_010.G12	180324-Plate_010	10	Plate_010	G	12	G12	14	Plate_014	A12	A	12	GAL4.WT	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4.WT
180324-Plate_010.H1	180324-Plate_010	10	Plate_010	H	1	H1	14	Plate_014	B1	B	1	GAL4.delta	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4.delta
180324-Plate_010.H2	180324-Plate_010	10	Plate_010	H	2	H2	14	Plate_014	B2	B	2	GAL4.delta	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4.delta
180324-Plate_010.H3	180324-Plate_010	10	Plate_010	H	3	H3	14	Plate_014	B3	B	3	GAL4.delta	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4.delta
180324-Plate_010.H4	180324-Plate_010	10	Plate_010	H	4	H4	14	Plate_014	B4	B	4	GAL4.delta	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4.delta
180324-Plate_010.H5	180324-Plate_010	10	Plate_010	H	5	H5	14	Plate_014	B5	B	5	GAL4.delta	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4.delta
180324-Plate_010.H6	180324-Plate_010	10	Plate_010	H	6	H6	14	Plate_014	B6	B	6	GAL4.delta	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4.delta
180324-Plate_010.H7	180324-Plate_010	10	Plate_010	H	7	H7	14	Plate_014	B7	B	7	GAL4.delta	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4.delta
180324-Plate_010.H8	180324-Plate_010	10	Plate_010	H	8	H8	14	Plate_014	B8	B	8	GAL4.delta	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4.delta
180324-Plate_010.H9	180324-Plate_010	10	Plate_010	H	9	H9	14	Plate_014	B9	B	9	GAL4.delta	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4.delta
180324-Plate_010.H10	180324-Plate_010	10	Plate_010	H	10	H10	14	Plate_014	B10	B	10	GAL4.delta	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4.delta
180324-Plate_010.H11	180324-Plate_010	10	Plate_010	H	11	H11	14	Plate_014	B11	B	11	GAL4.delta	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4.delta
180324-Plate_010.H12	180324-Plate_010	10	Plate_010	H	12	H12	14	Plate_014	B12	B	12	GAL4.delta	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4.delta
180324-Plate_011.A1	180324-Plate_011	11	Plate_011	A	1	A1	14	Plate_014	C1	C	1	GAL4.35	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4-L868P
180324-Plate_011.A2	180324-Plate_011	11	Plate_011	A	2	A2	14	Plate_014	C2	C	2	GAL4.35	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4-L868P
180324-Plate_011.A3	180324-Plate_011	11	Plate_011	A	3	A3	14	Plate_014	C3	C	3	GAL4.35	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4-L868P
180324-Plate_011.A4	180324-Plate_011	11	Plate_011	A	4	A4	14	Plate_014	C4	C	4	GAL4.35	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4-L868P
180324-Plate_011.A5	180324-Plate_011	11	Plate_011	A	5	A5	14	Plate_014	C5	C	5	GAL4.35	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4-L868P
180324-Plate_011.A6	180324-Plate_011	11	Plate_011	A	6	A6	14	Plate_014	C6	C	6	GAL4.35	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4-L868P
180324-Plate_011.A7	180324-Plate_011	11	Plate_011	A	7	A7	14	Plate_014	C7	C	7	GAL4.35	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4-L868P
180324-Plate_011.A8	180324-Plate_011	11	Plate_011	A	8	A8	14	Plate_014	C8	C	8	GAL4.35	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4-L868P
180324-Plate_011.A9	180324-Plate_011	11	Plate_011	A	9	A9	14	Plate_014	C9	C	9	GAL4.35	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4-L868P
180324-Plate_011.A10	180324-Plate_011	11	Plate_011	A	10	A10	14	Plate_014	C10	C	10	GAL4.35	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4-L868P
180324-Plate_011.A11	180324-Plate_011	11	Plate_011	A	11	A11	14	Plate_014	C11	C	11	GAL4.35	GAL80.37	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-1	GAL4-L868P
180324-Plate_011.A12	180324-Plate_011	11	Plate_011	A	12	A12	14	Plate_014	C12	C	12	GAL4.35	GAL80.41	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-0	GAL4-L868P
180324-Plate_011.B1	180324-Plate_011	11	Plate_011	B	1	B1	14	Plate_014	D1	D	1	GAL4.36	GAL80.WT	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.WT	GAL4-L868C
180324-Plate_011.B2	180324-Plate_011	11	Plate_011	B	2	B2	14	Plate_014	D2	D	2	GAL4.36	GAL80.delta	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.delta	GAL4-L868C
180324-Plate_011.B3	180324-Plate_011	11	Plate_011	B	3	B3	14	Plate_014	D3	D	3	GAL4.36	GAL80.07	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80.07	GAL4-L868C
180324-Plate_011.B4	180324-Plate_011	11	Plate_011	B	4	B4	14	Plate_014	D4	D	4	GAL4.36	GAL80.35	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-2	GAL4-L868C
180324-Plate_011.B5	180324-Plate_011	11	Plate_011	B	5	B5	14	Plate_014	D5	D	5	GAL4.36	GAL80.37	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-1	GAL4-L868C
180324-Plate_011.B6	180324-Plate_011	11	Plate_011	B	6	B6	14	Plate_014	D6	D	6	GAL4.36	GAL80.41	GAL3.WT	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.WT	GAL80S-0	GAL4-L868C
180324-Plate_011.B7	180324-Plate_011	11	Plate_011	B	7	B7	14	Plate_014	D7	D	7	GAL4.36	GAL80.WT	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.WT	GAL4-L868C
180324-Plate_011.B8	180324-Plate_011	11	Plate_011	B	8	B8	14	Plate_014	D8	D	8	GAL4.36	GAL80.delta	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.delta	GAL4-L868C
180324-Plate_011.B9	180324-Plate_011	11	Plate_011	B	9	B9	14	Plate_014	D9	D	9	GAL4.36	GAL80.07	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80.07	GAL4-L868C
180324-Plate_011.B10	180324-Plate_011	11	Plate_011	B	10	B10	14	Plate_014	D10	D	10	GAL4.36	GAL80.35	GAL3.delta	pAMN53.2 - 1 - B6	2	HIS5.Sch_pom	HIS3	1	GAL3.delta	GAL80S-2	GAL4-L868C
