yfp.min	yfp.5th	yfp.25th	yfp.median	yfp.75th	yfp.95th	yfp.max	yfp.mean	yfp.variance	fracon	mean.norm.fsc	var.norm.fsc	N	mean.on.fraction	var.on.fraction	cells.per.sec	dip.stat	dip.pval	mean.fsc	median.fsc	mean.ssc	median.ssc	FITC.saturation.corrected	pct.oversaturation	(-0.5,-0.447]	(-0.447,-0.393]	(-0.393,-0.34]	(-0.34,-0.287]	(-0.287,-0.233]	(-0.233,-0.18]	(-0.18,-0.127]	(-0.127,-0.0733]	(-0.0733,-0.02]	(-0.02,0.0333]	(0.0333,0.0867]	(0.0867,0.14]	(0.14,0.193]	(0.193,0.247]	(0.247,0.3]	(0.3,0.353]	(0.353,0.407]	(0.407,0.46]	(0.46,0.513]	(0.513,0.567]	(0.567,0.62]	(0.62,0.673]	(0.673,0.727]	(0.727,0.78]	(0.78,0.833]	(0.833,0.887]	(0.887,0.94]	(0.94,0.993]	(0.993,1.05]	(1.05,1.1]	(1.1,1.15]	(1.15,1.21]	(1.21,1.26]	(1.26,1.31]	(1.31,1.37]	(1.37,1.42]	(1.42,1.47]	(1.47,1.53]	(1.53,1.58]	(1.58,1.63]	(1.63,1.69]	(1.69,1.74]	(1.74,1.79]	(1.79,1.85]	(1.85,1.9]	(1.9,1.95]	(1.95,2.01]	(2.01,2.06]	(2.06,2.11]	(2.11,2.17]	(2.17,2.22]	(2.22,2.27]	(2.27,2.33]	(2.33,2.38]	(2.38,2.43]	(2.43,2.49]	(2.49,2.54]	(2.54,2.59]	(2.59,2.65]	(2.65,2.7]	samp_id
-158.199996948242	-47.5999984741211	7	46.2000007629395	89.5999984741211	162.399993896484	4188.7998046875	55.4162929706299	19689.9217401827	0.00335463258785942	0.0168023010670806	0.00234206390240691	6260	1801.79996163504	1690133.59744056	17041.3331763358	0.00770878557130968	0.0519717659405698	3623.24097444089	3522.25	4646.25148680081	4415.60009765625	0	0	0	0	0	0	0	0	0	1	340	4001	1841	56	4	3	0	3	1	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.F3
-187.599990844727	21	8150.10009765625	17973.19921875	29800.3989257812	50904.9087890625	104326.6015625	20339.1599859782	269045211.219829	0.856600189933523	6.18808589990707	27.8457265338176	6318	23733.0931989074	233750619.350068	16412.2266834688	0.0107200164439171	7.76290134838487e-05	3707.58752769864	3574	4612.9852971931	4398.7998046875	0	0	0	0	0	0	0	0	0	2	50	546	234	74	70	55	48	38	33	18	19	26	32	19	19	33	42	73	93	128	149	219	283	317	388	416	415	406	389	380	336	300	243	179	107	79	39	12	8	1	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.F4
-228.199996948242	-57.3999977111816	1.39999997615814	43.3999977111816	86.7999954223633	159.599990844727	43258.59765625	60.6815466549562	445477.110827463	0.00215910978242817	0.0145179540821055	0.0185765746682992	6021	6844.49207481971	171327093.654484	16149.0941929819	0.00815516861362134	0.0448364611062952	4203.15105464209	4116.5	4796.4440968654	4551.39990234375	0	0	0	0	0	0	0	0	0	3	434	3873	1630	68	3	0	1	2	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.F5
-149.800003051758	151.899993896484	22617.7001953125	31656.798828125	43387.400390625	63926.798828125	147532	33705.9677197232	297787904.187649	0.945478504365014	8.23972914289871	8.95006295832073	6071	35646.7971823609	245861902.005214	17174.1587056026	0.0101486888970647	0.000313476514741451	4241.78842035908	4262	4876.21905631183	4662	0	0	0	0	0	0	0	0	0	0	37	185	101	8	2	2	3	0	2	1	2	1	0	0	2	0	0	1	1	6	9	18	44	96	220	311	409	510	598	602	588	649	521	450	298	207	102	41	30	9	3	1	1	0	0	0	0	0	0	0	0	0	170927-Plate_002.F6
-806.399963378906	51.7999992370605	9483.599609375	17724.7001953125	28081.548828125	47737.408984375	119222.6015625	19855.1482054954	224949515.620289	0.895985982797069	5.81754816991711	18.3617058255796	6278	22151.7369306695	200349482.536813	17451.2805082754	0.00360480594154997	0.927029853394641	3766.53711373049	3668.75	4706.99571128376	4482.09985351562	0	0	0	0	0	1	0	2	1	4	58	324	174	85	73	52	46	41	37	22	22	22	17	21	41	44	48	89	111	142	202	245	297	368	435	462	449	447	400	356	308	281	229	149	80	55	22	9	2	1	1	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.F7
-343	-60.2700006484985	5.59999990463257	46.2000007629395	91	165.199996948242	23896.599609375	61.2562408158164	211913.861515942	0.00302547770700637	0.0166925925271467	0.0180604037494162	6280	4817.76827681692	48102666.7221166	17171.1078374236	0.00832358293704677	0.0257271922170933	3648.87468152866	3537.75	4632.37097047454	4422.60009765625	0	0	0	0	0	0	0	1	27	63	347	3932	1826	65	1	3	0	3	2	1	3	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.F8
-177.800003051758	-43.3999977111816	8.39999961853027	47.5999984741211	89.5999984741211	166.599990844727	418.600006103516	52.1274305568353	4115.86651409608	0.000459488436207689	0.0154863202381337	0.000501479976109856	6529	402.733327229818	237.813623860789	17693.7392551819	0.007357038770144	0.0618910694864321	3738.99157604534	3654.5	4647.22154763319	4433.7998046875	0	0	0	0	0	0	0	0	0	2	298	4225	1922	79	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.F9
-246.399993896484	-40.5999984741211	14	57.3999977111816	117.599998474121	18440.519140625	78668.796875	2254.83614989577	55447055.5863287	0.116150980074518	0.809752520359411	8.44684702221035	6173	19011.5857154069	159795116.382658	17787.149272312	0.0335850737427293	0	3209.55596954479	3074	4344.78936501606	4144	0	0	0	0	0	0	0	0	0	1	260	3501	1619	73	6	3	8	6	1	6	5	6	3	12	4	4	13	10	35	22	29	54	48	58	53	49	58	51	42	31	30	30	16	13	7	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G1
-161	-44.7999992370605	14	57.3999977111816	105	182	14373.7998046875	64.6486672825856	40320.8878654246	0.000518851608439986	0.0151070971848842	0.00362225703852882	5782	5077.79993693034	64813138.9962366	13980.6132492362	0.00746137444856454	0.0872667697708689	4482.36120719474	4431.25	5076.08635408447	4827.19970703125	0	0	0	0	0	0	0	0	0	1	281	3342	2034	121	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G2
-173.599990844727	-53.2000007629395	5.94999992847443	49	95.1999969482422	170.800003051758	422.799987792969	52.8237172796795	4616.27363472422	0.000165398610651671	0.0134999037688617	0.000368013322973551	6046	422.799987792969	NA	17077.5751306825	0.00712159863945578	0.121779102989517	3993.52985444922	3926.5	4692.17656499552	4484.19995117188	0	0	0	0	0	0	0	0	0	3	389	3653	1926	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G3
-189	-44.7999992370605	7	43.3999977111816	84	162.399993896484	54334	108.892768120574	1685167.90213766	0.00568361225134196	0.0351988828917625	0.197287875338479	6334	10756.0443912082	186938744.967619	16358.7556744326	0.0080450522928399	0.0344391349804206	3602.32601831386	3485.25	4503.08378560121	4297.30004882812	0	0	0	0	0	0	0	0	0	2	313	4275	1639	69	4	7	3	2	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	4	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G4
-184.800003051758	-43.3999977111816	8.39999961853027	44.7999992370605	86.7999954223633	156.380000305176	523.599975585938	49.1945508284528	3841.60428980915	0.000324306794227339	0.0166754946749633	0.000807149049119056	6167	478.099990844727	4140.49722290086	17505.2605205212	0.00822537528274728	0.0306444348855474	3459.98548727096	3323.5	4578.54453228721	4373.60009765625	0	0	0	0	0	0	0	0	0	3	287	4069	1758	48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G5
-166.599990844727	-42	14	57.3999977111816	114.099998474121	14140.8399414062	76161.3984375	1671.13054809093	41827653.6199306	0.087719298245614	0.439010762022927	2.66808520564581	6099	18474.3787247988	167524354.882314	17295.3287264806	0.0225861974529994	0	3914.33603869487	3825.5	4657.95646779313	4424	0	0	0	0	0	0	0	0	0	2	271	3470	1731	90	3	5	5	1	7	3	9	7	4	5	10	9	9	11	16	23	29	22	39	32	46	40	34	38	32	23	19	19	16	10	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G6
-152.599990844727	-46.2000007629395	5.59999990463257	44.7999992370605	88.1999969482422	163.800003051758	41692	110.751122522092	1453627.10239752	0.0067972163780547	0.0348024530665668	0.14909328466217	6179	9157.99978419713	133995429.427415	16438.6156441136	0.00741901776384535	0.0828046161545376	3585.36154717592	3455	4558.76697334454	4361	0	0	0	0	0	0	0	0	0	0	314	4040	1702	81	8	3	4	1	2	2	1	0	1	0	1	0	2	1	0	0	0	1	3	4	0	0	2	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G7
-201.599990844727	-40.5999984741211	11.1999998092651	49	89.5999984741211	159.529991149902	436.799987792969	52.7127677087693	3873.9565512412	0.000467144191840548	0.0172937963256491	0.000725352008837361	6422	403.199991861979	846.719794921887	18471.4643956559	0.00728155339805825	0.071953372198467	3439.70367486764	3319	4484.82558596791	4275.60009765625	0	0	0	0	0	0	0	0	0	2	277	4179	1895	66	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G8
-201.599990844727	-50.3999977111816	7	49	95.1999969482422	172.199996948242	438.199981689453	53.746774428714	4712.61423085536	0.000488599348534202	0.0137987660109886	0.000378119482342957	6140	428.399993896484	154.839931640774	17012.5761771329	0.00706328516665792	0.118597477230638	4007.51197068404	3949.75	4630.5594330331	4423.30004882812	0	0	0	0	0	0	0	0	0	4	365	3742	1942	84	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.G9
-196	-39.2000007629395	15.3999996185303	56	112	18276.6499023438	67326	2161.02911116795	58252332.210135	0.100375234521576	0.802100268791259	10.9236783091874	6396	21046.7361378893	184038355.849163	19415.8820880638	0.0281701975962202	0	3232.94777986241	3121.75	4391.35317603822	4236.39990234375	0	0	0	0	0	0	0	0	0	2	245	3731	1688	88	10	5	4	5	3	0	6	5	4	5	6	5	7	11	16	18	25	30	45	43	55	36	47	48	40	37	39	26	28	17	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H1
-214.199996948242	-47.5999984741211	12.5999994277954	56	103.599998474121	182	25691.400390625	75.8991480135885	299202.148583636	0.00153113303844845	0.0177422399969937	0.0165496433376996	5878	10380.0664571126	96619254.4502873	14845.7545452935	0.00819985255145327	0.035693237935924	4408.08149030282	4329	4990.19463934806	4740.39990234375	0	0	0	0	0	0	0	0	0	3	304	3399	2056	107	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H2
-155.399993896484	-43.3999977111816	8.39999961853027	46.2000007629395	89.5999984741211	158.199996948242	408.799987792969	50.6813356979555	3884.83565365015	0.000159108989657916	0.0130380690165829	0.109226570924292	6285	408.799987792969	NA	18091.7511235101	0.00718562874251497	0.0884774381748353	3367.10572792363	3231	4593.24466099219	4412.7998046875	0	0	0	0	0	0	0	0	0	1	291	4110	1828	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H3
-207.199996948242	-43.3999977111816	9.80000019073486	47.5999984741211	89.5999984741211	168	68940.1953125	172.819660143727	3596030.23831111	0.00901043313310149	0.052272610603242	0.274488494560321	6326	13508.7714950829	223040317.928278	18054.2688623794	0.00760719225449516	0.0498921789978728	3629.66005374644	3479	4617.8766804447	4386.19970703125	0	0	0	0	0	0	0	0	0	2	292	4102	1799	74	8	7	4	0	1	0	1	1	0	0	0	0	0	4	2	0	0	2	5	3	2	1	3	1	2	2	4	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H4
-175	-44.7999992370605	7	44.7999992370605	84	154	368.199981689453	47.6373810010928	3623.26860750238	0	0.0175027338673745	0.0044897023740773	6554	NA	NA	19065.6873073043	0.00783365570599613	0.0368514140222362	3224.58056148917	3001.75	4306.17414069503	4051.59985351562	0	0	0	0	0	0	0	0	0	2	300	4458	1754	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H5
-158.199996948242	-40.5999984741211	16.7999992370605	60.2000007629395	114.799995422363	13823.8796386719	74047.3984375	1662.82767717461	41688158.8244371	0.0839171974522293	0.468332947459503	3.11840780370074	6280	19180.6770748594	161969886.223125	18265.5058037715	0.0241761682092232	0	3720.98200636943	3640.25	4609.66154559676	4417	0	0	0	0	0	0	0	0	0	1	261	3495	1893	101	7	7	2	3	4	3	4	4	4	6	5	9	7	5	9	16	24	42	43	42	35	44	38	26	29	35	22	22	17	7	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H6
-175	-40.5999984741211	11.1999998092651	49	93.7999954223633	175	51345	181.805111763366	2881689.66465278	0.0134249640402749	Inf	NA	6257	9670.88320995513	124543211.129849	17353.0225284966	0.00741546371366423	0.0662395342565489	3425.34777049704	3283	4566.27478025393	4365.19970703125	0	0	0	0	0	0	0	0	0	1	256	4017	1827	72	14	8	9	2	2	0	1	2	2	1	3	0	0	1	1	3	3	2	3	4	2	5	3	5	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H7
-218.399993896484	-50.3999977111816	7	51.7999992370605	98	170.800003051758	428.399993896484	54.649597560847	4783.32181494188	0.000629822075263738	0.0137615819702356	0.000373199090058419	6351	415.449996948242	101.103199463027	19201.5076217249	0.00709910285137888	0.100423645538967	4102.14690599905	4023.5	4677.82249965557	4473	0	0	0	0	0	0	0	0	0	3	371	3829	2050	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H8
-162.399993896484	-42	11.1999998092651	49	88.1999969482422	159.599990844727	390.600006103516	52.2275033769691	3708.23694967345	0.000156274417877793	0.0224377359652864	0.0597080642511495	6399	390.600006103516	NA	17750.0332869203	0.00703682282629651	0.0906836972392054	3387.73550554774	3258	4514.25802464939	4352.60009765625	0	0	0	0	0	0	0	0	0	2	279	4195	1862	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_002.H9
-137.199996948242	14643.6496582031	22447.9497070312	31290.69921875	42660.4501953125	63510.6484375	151162.203125	34134.0373721735	248636555.393789	0.999238501370698	11.0402194110113	22.122221535432	6566	34160.0401746218	247938005.809878	17441.4393159519	0.00364003128964515	0.88716296164151	3452.29401462077	3375.5	4284.30184606528	4142.60009765625	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	1	11	16	33	112	200	303	414	506	642	599	672	724	623	519	436	321	227	105	56	20	11	3	0	2	0	0	0	0	0	0	0	0	0	170927-Plate_003.A1
-481.600006103516	-68.1099979400634	9.80000019073486	53.2000007629395	98	175	357	49.9800905969101	7367.17579880833	0	0.0113497979437095	0.0014034574605232	6128	NA	NA	14885.3249074345	0.006995866884634	0.122968707128714	3987.76493146214	3867.5	4851.11277512035	4633.30004882812	0	0	0	0	0	0	11	28	51	55	320	3537	2026	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A2
-193.199996948242	-43.3999977111816	9.80000019073486	50.3999977111816	92.4000015258789	168	387.799987792969	53.9034336671914	4220.20912702155	0.000153327200245324	0.0153788429671729	0.000469864900177379	6522	387.799987792969	NA	17374.9402676015	0.0069612273961773	0.0952144421719242	3783.97401103956	3698.75	4584.3849254469	4426.7998046875	0	0	0	0	0	0	0	0	0	3	306	4174	1950	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A3
-222.599990844727	-47.5999984741211	5.59999990463257	44.7999992370605	86.7999954223633	159.599990844727	386.399993896484	48.8920340477807	3963.63934501766	0.000158353127474268	0.0129641973961999	0.000377417610125947	6315	386.399993896484	NA	14065.3439712979	0.00802231284533928	0.0366811948850737	3954.67252573238	3837	4666.50874015705	4467.39990234375	0	0	0	0	0	0	0	0	0	1	338	4115	1801	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A4
-182	-44.7999992370605	4.19999980926514	43.3999977111816	84	154	327.600006103516	46.6491128123558	3741.08064547322	0	0.0146524870025608	0.000546125799830243	6487	NA	NA	17961.5545186261	0.00799840031993601	0.0354276886962902	3593.37220595036	3461	4489.43130602777	4286.7998046875	0	0	0	0	0	0	0	0	0	2	321	4374	1752	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A5
-54.5999984741211	14294.5595703125	21539	30116.798828125	40957	59734.63828125	136525.203125	32740.1895998292	218680889.879227	0.999530148786218	9.00482068199923	11.447510807809	6385	32755.589720293	218278858.340492	15796.007438899	0.00256365421259744	0.995603320383817	3947.63813625685	3912	4675.85389087889	4498.19970703125	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	1	1	0	0	0	3	3	1	7	12	19	53	119	190	314	448	557	589	630	661	676	618	495	415	289	155	66	30	17	6	3	2	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A6
-532	-53.2000007629395	4.19999980926514	44.7999992370605	88.1999969482422	159.599990844727	39627	64.1055971537523	619430.677847567	0.000470440646071821	0.0156663119374128	0.0249208224844593	6377	35914.666015625	31274923.1562767	16967.995799088	0.00797217997159402	0.0401204318169688	4019.98376979771	3944	4696.59464876828	4519.19970703125	0	0	0	0	0	2	3	4	5	10	375	4087	1832	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A7
-186.199996948242	-42	9.80000019073486	50.3999977111816	92.4000015258789	163.800003051758	400.399993896484	54.075995502159	4024.24760923825	0.000149835181300569	0.017541509053488	0.000756835463769997	6674	400.399993896484	NA	17475.1671963442	0.00757678908690329	0.0423932879148222	3625.03236439916	3537.5	4579.3653113777	4394.60009765625	0	0	0	0	0	0	0	0	0	2	290	4242	2073	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A8
-198.800003051758	-51.7999992370605	7	49	96.5999984741211	168	397.600006103516	52.7532610282363	4544.3662126809	0.000157579577686732	0.0132209687880694	0.000344645260096763	6346	397.600006103516	NA	17405.9682146997	0.00705478798639521	0.105680794600155	4130.56208635361	4072.25	4623.63360940024	4452	0	0	0	0	0	0	0	0	0	2	411	3853	2006	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.A9
-158.199996948242	13572.3001953125	21580.6489257812	30245.599609375	41299.998046875	61306.208984375	147247.796875	32697.1003924025	238095871.178436	0.985338120885697	12.1147880820202	68.7283451589613	6684	33182.7143976494	225552751.360916	19065.3978056548	0.00307388063108024	0.983919413920904	3243.35293237582	3132.25	4256.15408427468	4088.69995117188	0	0	0	0	0	0	0	0	0	1	5	57	28	6	6	8	3	1	3	2	3	1	0	0	1	2	4	2	9	5	24	36	107	213	270	419	589	626	658	674	676	649	536	460	261	176	94	49	12	5	1	1	1	0	0	0	0	0	0	0	0	0	170927-Plate_003.B1
-194.599990844727	-46.2000007629395	14	60.2000007629395	106.400001525879	184.800003051758	34141.80078125	82.2397874033384	562339.515745949	0.00153557413410681	0.0199279144576631	0.0497919631463459	5861	12813.7333340115	225739950.530958	13406.3735315948	0.00815299674449504	0.0358148384147988	4436.20508445658	4364	4899.93757256321	4673.19970703125	0	0	0	0	0	0	0	0	0	1	299	3321	2116	115	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B2
-156.800003051758	-39.2000007629395	12.5999994277954	51.7999992370605	92.4000015258789	163.800003051758	438.199981689453	55.4064894711762	3899.23575022059	0.000158302991926547	0.0195059989084112	0.00182214045671285	6317	438.199981689453	NA	16189.2623618775	0.00813003691219891	0.0245144581511514	3468.353015672	3325	4502.84560677506	4275.60009765625	0	0	0	0	0	0	0	0	0	2	256	3991	2011	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B3
-173.599990844727	-47.5999984741211	5.59999990463257	44.7999992370605	85.4000015258789	149.800003051758	373.799987792969	46.8809125118946	3770.7992988435	0	0.0139601882232083	0.000483293594984001	6088	NA	NA	13700.25377847	0.00819672131147541	0.0375580632440234	3802.56282851511	3725.25	4601.53615881861	4404.39990234375	0	0	0	0	0	0	0	0	0	2	322	4043	1674	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B4
-184.800003051758	-50.3999977111816	2.79999995231628	40.5999984741211	82.5999984741211	152.599990844727	322	45.0774868417485	3838.51846331275	0	0.0131422730913739	0.000420948671631563	6241	NA	NA	15696.0895289324	0.00775031420192711	0.0562808734583462	3627.11087966672	3565.5	4443.33320616453	4289.60009765625	0	0	0	0	0	0	0	0	0	4	370	4199	1622	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B5
-50.3999977111816	13877.149609375	21264.2495117188	29041.599609375	39543.3486328125	57409.7287109375	128200.796875	31483.1692586592	203980475.185392	0.986549890522365	9.02472433089602	14.2452305957073	6394	31911.5413189527	193116430.586506	15898.1213523666	0.00253712453487847	0.995926352873853	3820.47763528308	3752	4599.79713628469	4436.60009765625	0	0	0	0	0	0	0	0	0	0	4	52	27	3	0	2	1	0	1	1	1	0	3	0	0	0	3	3	5	8	14	43	88	197	302	493	552	635	700	711	634	594	508	355	224	119	67	29	11	2	2	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B6
-182	-56	1.39999997615814	44.7999992370605	89.5999984741211	165.199996948242	51968	92.2858517105866	1666382.66529808	0.00162416761409777	0.0218144061561919	0.080200687589873	6157	27120.3793762207	323780200.083743	14912.169166513	0.0075187969924812	0.0829281398796521	4221.81655026799	4143.5	4681.78569128158	4498.19970703125	0	0	0	0	0	0	0	0	0	3	431	3844	1816	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B7
-219.800003051758	-43.3999977111816	12.5999994277954	53.2000007629395	95.1999969482422	169.399993896484	467.600006103516	56.1245198301734	4217.97228714457	0.000306701426161632	0.0162211412050704	0.000496331777455118	6521	457.800003051758	192.080119628925	16577.8185101548	0.00789332052817432	0.0310644798189487	3778.31291213004	3681.5	4565.69018096058	4387.60009765625	0	0	0	0	0	0	0	0	0	2	301	3975	2172	68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B8
-180.599990844727	-42	11.1999998092651	50.3999977111816	92.4000015258789	163.800003051758	609	54.2032334475114	4033.22046698771	0.00031402103940964	0.0170202911182976	0.000576241007271318	6369	507.5	20604.5	16643.2203082997	0.00818816488431541	0.0227841843807748	3562.43177892919	3467.5	4456.64702482698	4285.39990234375	0	0	0	0	0	0	0	0	0	3	282	4062	1956	64	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.B9
-236.599990844727	-42	18.1999988555908	63	128.800003051758	29398.4601562499	80878	3740.34259831945	107848405.417055	0.150904799370574	1.1796095579716	11.2057919631614	6355	24486.4579947335	207865491.436015	17896.5218244841	0.0463516519631037	0	3440.33603461841	3329.5	4307.02359107233	4152.39990234375	0	0	0	0	0	0	0	0	0	3	268	3409	1660	55	5	4	3	1	3	3	3	6	4	10	7	6	7	12	31	24	26	30	45	50	62	70	77	73	65	69	80	67	47	37	20	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.C1
-165.199996948242	-37.7999992370605	16.7999992370605	57.3999977111816	105	181.089994049071	39033.3984375	69.7626436873505	256260.207145373	0.000497182631753397	0.0180745554692335	0.00985455865106913	6034	13320.0661417643	495886299.27403	14199.3298900327	0.00740228977497039	0.0667993457929289	4021.18917799138	3919.25	4763.54794620037	4578.69995117188	0	0	0	0	0	0	0	0	0	3	224	3548	2135	121	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170927-Plate_003.C2
